ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,DESCRIPTION,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
11257,CVE-2021-0375,5.5,2.1,MEDIUM,"In onPackageModified of VoiceInteractionManagerService.java, there is a possible change of default applications due to an insecure default value. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-167261484",CWE-330,Android,VoiceInteractionManagerService.java,Android-11,local escalation of privilege,,,,,no additional execution privileges needed,no,
11258,CVE-2021-0376,7.8,4.6,HIGH,"In checkUriPermission and related functions of MediaProvider.java, there is a possible way to access external files due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-115619667",CWE-269,,MediaProvider.java,,local escalation of privilege,,,,,,No,Android
11259,CVE-2021-0377,5.5,2.1,MEDIUM,"In DeltaPerformer::Write of delta_performer.cc, there is a possible use of untrusted input due to improper input validation. This could lead to a local bypass of defense in depth protections with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-160800689",NVD-CWE-noinfo,,DeltaPerformer,,local bypass of defense in depth protections,,,,,,No,
11260,CVE-2021-0378,6.5,4.3,MEDIUM,"In getNbits of pvmp3_getbits.cpp, there is a possible out of bounds read due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154076193",CWE-125,Android,pvmp3_getbits.cpp,Android-11,remote information disclosure,,,,,,Yes,
11261,CVE-2021-0379,6.5,4.3,MEDIUM,"In getUpTo17bits of pvmp3_getbits.cpp, there is a possible out of bounds read due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154075955",CWE-125,Android,pvmp3_getbits.cpp,,remote information disclosure,,,,,,Yes,
11262,CVE-2021-0380,7.8,4.6,HIGH,"In onReceive of DcTracker.java, there is a possible way to trigger a provisioning URL and modify other telephony settings due to a missing permission check. This could lead to local escalation of privilege during the onboarding flow with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-172459128",CWE-276,Android,DcTracker.java,Android-11,local escalation of privilege,,,,,,No,
11263,CVE-2021-0381,5.5,2.1,MEDIUM,"In updateNotifications of DeviceStorageMonitorService.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-153466381",CWE-276,Android,DeviceStorageMonitorService.java,Android-11,local information disclosure,,,,,User execution privileges,No,
11264,CVE-2021-0382,5.5,2.1,MEDIUM,"In checkSlicePermission of SliceManagerService.java, there is a possible resource exposure due to an incorrect permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-140727941",CWE-276,,Android,Android-11,local information disclosure,,,,,,,
11265,CVE-2021-0383,7.8,4.6,HIGH,"In done of CaptivePortalLoginActivity.java, there is a confused deputy. This could lead to local escalation of privilege in carrier settings with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-160871056",CWE-269,Android,CaptivePortalLoginActivity.java,Android-11,local escalation of privilege,,,,,,,
11266,CVE-2021-0385,7.8,4.6,HIGH,"In createConnectToAvailableNetworkNotification of ConnectToNetworkNotificationBuilder.java, there is a possible connection to untrusted WiFi networks due to notification interaction above the lockscreen. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-172584372",CWE-269,Android,ConnectToNetworkNotificationBuilder.java,Android-11,local escalation of privilege,,,,,no additional execution privileges needed,no,
11267,CVE-2021-0386,7.8,6.8,HIGH,"In onCreate of UsbConfirmActivity, there is a possible tapjacking vector due to an insecure default value. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-173421110",NVD-CWE-Other,,Android,Android-11,local escalation of privilege,,,,,User execution privileges,Yes,
11268,CVE-2021-0387,6.4,6.9,MEDIUM,"In FindQuotaDeviceForUuid of QuotaUtils.cpp, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-169421939",CWE-362,Android,QuotaUtils.cpp,Android-11,local escalation of privilege,,,,,System execution privileges,No,
11269,CVE-2021-0388,7.8,4.6,HIGH,"In onReceive of ImsPhoneCallTracker.java, there is a possible misattribution of data usage due to an incorrect broadcast handler. This could lead to local escalation of privilege resulting in attributing video call data to the wrong app, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-162741489",CWE-269,Android,ImsPhoneCallTracker.java,Android-11,local escalation of privilege,,,,,,No,
11270,CVE-2021-0389,7.8,4.6,HIGH,"In setNightModeActivated of UiModeManagerService.java, there is a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-168039904",CWE-276,Android,UiModeManagerService.java,Android-11,local escalation of privilege,,,,,,No,
11271,CVE-2021-0390,7.8,4.6,HIGH,"In various methods of WifiNetworkSuggestionsManager.java, there is a possible modification of suggested networks due to a missing permission check. This could lead to local escalation of privilege by a background user on the same device with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-174749461",CWE-732,Android,WifiNetworkSuggestionsManager.java,Android-11 Android-8.1 Android-9 Android-10,local escalation of privilege,,,,,,No,
11272,CVE-2021-0391,7.8,6.8,HIGH,"In onCreate() of ChooseTypeAndAccountActivity.java, there is a possible way to learn the existence of an account, without permissions, due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-172841550",NVD-CWE-Other,Android,ChooseTypeAndAccountActivity.java,Android-11 Android-8.1 Android-9 Android-10,local escalation of privilege,,,,,User execution privileges,Yes,
11273,CVE-2021-0392,7.8,4.6,HIGH,"In main of main.cpp, there is a possible memory corruption due to a double free. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-9Android ID: A-175124730",CWE-415,Android,main.cpp,Android-10 Android-11 Android-9,local escalation of privilege,,,,,User execution privileges,No,
11274,CVE-2021-0393,7.8,6.8,HIGH,"In Scanner::LiteralBuffer::NewCapacity of scanner.cc, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution if an attacker can supply a malicious PAC file, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-168041375",CWE-787,,Android,Android-11 Android-8.1 Android-9 Android-10,remote code execution,,,,,,,
11275,CVE-2021-0393,7.8,6.8,HIGH,"In Scanner::LiteralBuffer::NewCapacity of scanner.cc, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution if an attacker can supply a malicious PAC file, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-168041375",CWE-190,,Android,Android-11 Android-8.1 Android-9 Android-10,remote code execution,,,,,,,
11276,CVE-2021-0394,5.5,2.1,MEDIUM,"In android_os_Parcel_readString8 of android_os_Parcel.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-172655291",CWE-125,,android_os_Parcel,Android-11 Android-8.1 Android-9 Android-10,local information disclosure,,,,,,,
11277,CVE-2021-0395,7.8,4.6,HIGH,"In StopServicesAndLogViolations of reboot.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-170315126",CWE-416,,Android,Android-11,local escalation of privilege,,,,,no additional execution privileges needed,,
11278,CVE-2021-0396,9.8,7.5,CRITICAL,"In Builtins::Generate_ArgumentsAdaptorTrampoline of builtins-arm.cc and related files, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote code execution in an unprivileged process with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-160610106",CWE-787,,Builtins::Generate_ArgumentsAdaptorTrampoline,,remote code execution,,,,,,,Android
11279,CVE-2021-0397,9.8,7.5,CRITICAL,"In sdp_copy_raw_data of sdp_discovery.cc, there is a possible system compromise due to a double free. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-174052148",CWE-415,,Android,Android-11 Android-8.1 Android-9 Android-10,remote code execution,,,,,,,
11280,CVE-2021-0398,7.8,4.6,HIGH,"In bindServiceLocked of ActiveServices.java, there is a possible foreground service launch due to a confused deputy. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-173516292",NVD-CWE-Other,,Android,Android-11,local escalation of privilege,,,,,User execution privileges,No,
11281,CVE-2021-0399,7.8,4.6,HIGH,"In qtaguid_untag of xt_qtaguid.c, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-176919394References: Upstream kernel",CWE-416,Android,xt_qtaguid.c,,local escalation of privilege,,,,,no additional execution privileges needed,,
11282,CVE-2021-0400,5.5,2.1,MEDIUM,"In injectBestLocation and handleUpdateLocation of GnssLocationProvider.java, there is a possible incorrect reporting of location data to emergency services due to improper input validation. This could lead to incorrect reporting of location data to emergency services with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11Android ID: A-177561690",NVD-CWE-noinfo,Android,GnssLocationProvider,Android-9 Android-10 Android-11,incorrect reporting of location data to emergency services,,,,,User execution privileges,No,
11283,CVE-2021-0401,6.4,6.9,MEDIUM,"In vow, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is needed for exploitation. Product: Android; Versions: Android-10, Android-11; Patch ID: ALPS05418265.",CWE-362,Android,vow,"Android-10, Android-11",local escalation of privilege,,,,,System execution privileges,Yes,
11284,CVE-2021-0402,6.7,7.2,MEDIUM,"In jpeg, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Patch ID: ALPS05433311.",CWE-787,Android,jpeg,Android-11,local escalation of privilege,,,,,System execution privileges,No,
11285,CVE-2021-0403,4.4,2.1,MEDIUM,"In netdiag, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Patch ID: ALPS05475124.",CWE-200,Android,netdiag,Android-11,information disclosure,,local,,,System execution,No,
11286,CVE-2021-0404,4.4,2.1,MEDIUM,"In mobile_log_d, there is a possible information disclosure due to improper input validation. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11; Patch ID: ALPS05457039.",CWE-200,Android,mobile_log_d,Android-11,information disclosure,,local,,,System execution,No,
11287,CVE-2021-0405,6.7,7.2,MEDIUM,"In performance driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-10, Android-11; Patch ID: ALPS05466547.",CWE-787,Android,performance driver,"Android-10, Android-11",local escalation of privilege,,,,,System execution privileges,No,
11288,CVE-2021-0406,6.7,7.2,MEDIUM,"In cameraisp, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-10, Android-11; Patch ID: ALPS05471418.",CWE-787,Android,cameraisp,,,,,,,,,
11289,CVE-2021-0407,6.7,4.6,MEDIUM,"In clk driver, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05479659; Issue ID: ALPS05479659.",CWE-787,,clk driver,,local escalation of privilege,,,,,System execution privileges,No,
11290,CVE-2021-0408,5.5,2.1,MEDIUM,"In asf extractor, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05489195; Issue ID: ALPS05489220.",CWE-125,,asf extractor,,local information disclosure,,,,,,,
11291,CVE-2021-0408,5.5,2.1,MEDIUM,"In asf extractor, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05489195; Issue ID: ALPS05489220.",CWE-754,,asf extractor,,local information disclosure,,,,,,No,
11292,CVE-2021-0409,5.5,2.1,MEDIUM,"In flv extractor, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05561359; Issue ID: ALPS05561359.",CWE-125,,flv extractor,,local information disclosure,,,,,,,
11293,CVE-2021-0410,5.5,2.1,MEDIUM,"In flv extractor, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05561360; Issue ID: ALPS05561360.",CWE-125,,flv extractor,,local information disclosure,,,,,,,
11294,CVE-2021-0411,5.5,2.1,MEDIUM,"In flv extractor, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05561362; Issue ID: ALPS05561362.",CWE-125,,flv extractor,,local information disclosure,,,,,,,
11295,CVE-2021-0411,5.5,2.1,MEDIUM,"In flv extractor, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05561362; Issue ID: ALPS05561362.",CWE-190,,flv extractor,,local information disclosure,,,,,,,
11296,CVE-2021-0412,5.5,2.1,MEDIUM,"In flv extractor, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05561366; Issue ID: ALPS05561366.",CWE-125,,flv extractor,,local information disclosure,,,,,,No,
11297,CVE-2021-0413,5.5,2.1,MEDIUM,"In flv extractor, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05561379; Issue ID: ALPS05561379.",CWE-125,,flv extractor,,local information disclosure,,,,,,,
11298,CVE-2021-0414,5.5,2.1,MEDIUM,"In flv extractor, there is a possible out of bounds read due to a heap buffer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05561384; Issue ID: ALPS05561384.",CWE-125,,flv extractor,,local information disclosure,,,,,,No,
11299,CVE-2021-0415,5.5,2.1,MEDIUM,"In memory management driver, there is a possible information disclosure due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05336692.",CWE-863,,memory management driver,,information disclosure,,local,,,,No,
11300,CVE-2021-0416,5.5,4.9,MEDIUM,"In memory management driver, there is a possible system crash due to improper input validation. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05336700.",CWE-20,,memory management driver,,local denial of service,,,,,,No,
11301,CVE-2021-0417,5.5,4.9,MEDIUM,"In memory management driver, there is a possible system crash due to improper input validation. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05336702.",CWE-20,,memory management driver,,local denial of service,,,,,,No,
11302,CVE-2021-0418,5.5,4.9,MEDIUM,"In memory management driver, there is a possible system crash due to improper input validation. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05336706.",CWE-20,,memory management driver,,local denial of service,,,,,,No,
11303,CVE-2021-0419,5.5,4.9,MEDIUM,"In memory management driver, there is a possible system crash due to improper input validation. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05336713.",CWE-20,,memory management driver,,local denial of service,,,,,,No,
11304,CVE-2021-0420,5.5,4.9,MEDIUM,"In memory management driver, there is a possible system crash due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05381065.",CWE-119,,memory management driver,,local denial of service,,,,,,No,
11305,CVE-2021-0421,5.5,2.1,MEDIUM,"In memory management driver, there is a possible information disclosure due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05381235.",CWE-120,,memory management driver,,information disclosure,,local,,,,No,
11306,CVE-2021-0422,5.5,2.1,MEDIUM,"In memory management driver, there is a possible system crash due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05381071.",CWE-119,,memory management driver,,local denial of service,,,,,,No,
11307,CVE-2021-0423,5.5,2.1,MEDIUM,"In memory management driver, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05385714.",CWE-909,,memory management driver,,information disclosure,,local,,,,No,
11308,CVE-2021-0424,5.5,2.1,MEDIUM,"In memory management driver, there is a possible system crash due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05393787.",CWE-119,,memory management driver,,local denial of service,,,,,,No,
11309,CVE-2021-0425,5.5,2.1,MEDIUM,"In memory management driver, there is a possible side channel information disclosure. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05403499; Issue ID: ALPS05400059.",NVD-CWE-noinfo,,memory management driver,,side channel information disclosure,,local,,,,No,
11310,CVE-2021-0426,7.8,4.6,HIGH,"In parsePrimaryFieldFirstUidAnnotation of LogEvent.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174485572",CWE-787,Android,LogEvent.cpp,Android-11,local escalation of privilege,,,,,,No,
11311,CVE-2021-0427,7.8,4.6,HIGH,"In parseExclusiveStateAnnotation of LogEvent.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174488848",CWE-787,,Android,Android-11,local escalation of privilege,,,,,no additional execution privileges needed,,
11312,CVE-2021-0428,5.5,2.1,MEDIUM,"In getSimSerialNumber of TelephonyManager.java, there is a possible way to read a trackable identifier due to a missing permission check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-173421434",CWE-276,,TelephonyManager.java,,local information disclosure,,,,,User execution privileges,No,Android
11313,CVE-2021-0429,7.8,4.6,HIGH,"In pollOnce of ALooper.cpp, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-175074139",CWE-416,,ALooper.cpp,Android-9 Android-10 Android-11 Android-8.1,local escalation of privilege,,,,,,No,
11314,CVE-2021-0430,9.8,10.0,CRITICAL,"In rw_mfc_handle_read_op of rw_mfc.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution via a malicious NFC packet with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11Android ID: A-178725766",CWE-787,Android,rw_mfc_handle_read_op,"Android-10, Android-11",remote code execution,,,NFC,,,No,
11315,CVE-2021-0431,7.5,5.0,HIGH,"In avrc_msg_cback of avrc_api.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure to a paired device with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-174149901",CWE-125,Android,avrc_api.cc,Android-11 Android-8.1 Android-9 Android-10,remote information disclosure,,remote,,,,No,
11316,CVE-2021-0432,7.0,4.4,HIGH,"In ClearPullerCacheIfNecessary and ForceClearPullerCache of StatsPullerManager.cpp, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-173552790",CWE-362,Android,StatsPullerManager.cpp,Android-11,local escalation of privilege,,,,,no additional execution privileges needed,,
11317,CVE-2021-0433,8.0,5.4,HIGH,"In onCreate of DeviceChooserActivity.java, there is a possible way to bypass user consent when pairing a Bluetooth device due to a tapjacking/overlay attack. This could lead to local escalation of privilege and pairing malicious devices with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-171221090",CWE-269,Android,DeviceChooserActivity.java,Android-8.1 Android-9 Android-10 Android-11,local escalation of privilege,,,,,,Yes,
11318,CVE-2021-0434,7.3,6.9,HIGH,"In onReceive of BluetoothPermissionRequest.java, there is a possible phishing attack allowing a malicious Bluetooth device to acquire permissions based on insufficient information presented to the user in the consent dialog. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-9Android ID: A-167403112",CWE-269,,Android,Android-10 Android-11 Android-9,local escalation of privilege,,,,,no additional execution privileges needed,Yes,
11319,CVE-2021-0435,7.5,5.0,HIGH,"In avrc_proc_vendor_command of avrc_api.cc, there is a possible leak of heap data due to uninitialized data. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-174150451",CWE-665,,avrc_proc_vendor_command of avrc_api.cc,,remote information disclosure,,remote,,,,No,
11320,CVE-2021-0436,5.5,2.1,MEDIUM,"In CryptoPlugin::decrypt of CryptoPlugin.cpp, there is a possible out of bounds read due to integer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-176496160",CWE-190,,CryptoPlugin,,local information disclosure,,,,,,,
11321,CVE-2021-0437,7.8,4.6,HIGH,"In setPlayPolicy of DrmPlugin.cpp, there is a possible double free. This could lead to local escalation of privilege in a privileged process with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-176168330",CWE-415,,DrmPlugin.cpp,,local escalation of privilege,,,,,privileged process,No,
11322,CVE-2021-0438,7.8,4.4,HIGH,"In several functions of InputDispatcher.cpp, WindowManagerService.java, and related files, there is a possible tapjacking attack due to an incorrect FLAG_OBSCURED value. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10Android ID: A-152064592",CWE-269,,Android,"Android-8.1, Android-9, Android-10",local escalation of privilege,,,,,no additional execution privileges needed,Yes,
11323,CVE-2021-0439,7.8,4.6,HIGH,"In setPowerModeWithHandle of com_android_server_power_PowerManagerService.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174243830",CWE-787,,com_android_server_power_PowerManagerService.cpp,Android-11,local escalation of privilege,,,,,,No,Android
11324,CVE-2021-0441,7.3,4.4,HIGH,"In onCreate of PermissionActivity.java, there is a possible permission bypass due to Confusing UI. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174495520",CWE-276,Android,PermissionActivity.java,Android-11,local escalation of privilege,,,,,no additional execution privileges needed,Yes,
11325,CVE-2021-0442,7.8,4.6,HIGH,"In updateInfo of android_hardware_input_InputApplicationHandle.cpp, there is a possible control of code flow due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174768985",CWE-416,,android_hardware_input_InputApplicationHandle.cpp,,local escalation of privilege,,,,,,No,Android
11326,CVE-2021-0443,4.7,1.9,MEDIUM,"In several functions of ScreenshotHelper.java and related files, there is a possible incorrectly saved screenshot due to a race condition. This could lead to local information disclosure across user profiles with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11Android ID: A-170474245",CWE-362,,ScreenshotHelper.java,,local information disclosure,,,,,,Yes,Android
11327,CVE-2021-0444,5.5,1.9,MEDIUM,"In onActivityResult of QuickContactActivity.java, there is an unnecessary return of an intent. This could lead to local information disclosure of contact data with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11 Android-8.1 Android-9 Android-10Android ID: A-178825358",NVD-CWE-noinfo,Android,QuickContactActivity.java,Android-11 Android-8.1 Android-9 Android-10,local information disclosure,,,,,,Yes,
11328,CVE-2021-0445,7.8,4.6,HIGH,"In start of WelcomeActivity.java, there is a possible residual profile due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-9Android ID: A-172322502",CWE-269,,Android,Android-11 Android-9,local escalation of privilege,,,,,no additional execution privileges needed,,
11329,CVE-2021-0446,7.3,4.4,HIGH,"In ImportVCardActivity, there is a possible way to bypass user consent due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-172252122",CWE-269,Android,ImportVCardActivity,Android-11,local escalation of privilege,,,,,User execution privileges,Yes,
11330,CVE-2021-0449,4.4,2.1,MEDIUM,"In the Titan M chip firmware, there is a possible disclosure of stack memory due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175117965",CWE-665,,Titan M chip firmware,,local information disclosure,,,,,System execution privileges,No,Android
11331,CVE-2021-0450,4.4,2.1,MEDIUM,"In the Titan M chip firmware, there is a possible disclosure of stack memory due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175117880",CWE-665,,Titan M chip firmware,,local information disclosure,,,,,System execution privileges,No,Android
11332,CVE-2021-0451,4.4,2.1,MEDIUM,"In the Titan M chip firmware, there is a possible disclosure of stack memory due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175117871",CWE-665,,Titan M chip firmware,,local information disclosure,,,,,System execution privileges,No,Android
11333,CVE-2021-0452,4.4,2.1,MEDIUM,"In the Titan M chip firmware, there is a possible disclosure of stack memory due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-175117261",CWE-665,,Titan M chip firmware,,local information disclosure,,,,,System execution privileges,No,Android
