ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
10603,CVE-2020-0094,7.8,4.6,HIGH,CWE-787,,ExifUtils.cpp,,local escalation of privilege,,,,,,No,
10604,CVE-2020-0096,7.8,7.2,HIGH,NVD-CWE-noinfo,,Android,"8.0, 8.1, 9",local escalation of privilege,,,,,,No,
10605,CVE-2020-0097,7.8,4.6,HIGH,CWE-863,,PackageManagerService.java,Android-9 Android-10,local escalation of privilege,,,,,User,No,Android
10606,CVE-2020-0098,7.8,4.6,HIGH,NVD-CWE-noinfo,,Android,Android-10 Android-8.0 Android-8.1 Android-9,local escalation of privilege,,,,,no additional execution privileges needed,No,
10607,CVE-2020-0099,7.8,9.3,HIGH,CWE-1188,,WindowManagerService.java,,local escalation of privilege via tapjacking,,,,,,Yes,Android
10608,CVE-2020-0100,5.5,2.1,MEDIUM,CWE-125,,IHDCP.cpp,"Android-8.1, Android-8.0",local information disclosure,,,,,privileged process,,Android
10609,CVE-2020-0101,5.5,2.1,MEDIUM,CWE-908,Android,BnCrypto,"Android-8.0, Android-8.1, Android-9, Android-10",information disclosure,,local,,,System execution privileges,No,
10610,CVE-2020-0101,5.5,2.1,MEDIUM,CWE-909,Android,BnCrypto::onTransact of ICrypto.cpp,"Android-8.0, Android-8.1, Android-9, Android-10",information disclosure,,local,,,System execution privileges,No,
10611,CVE-2020-0102,7.8,4.6,HIGH,CWE-787,,GattServer,"Android-8.0, Android-8.1, Android-9, Android-10",local escalation of privilege,,,,,User execution privileges,No,Android
10612,CVE-2020-0103,9.8,10.0,CRITICAL,CWE-787,,a2dp_aac_decoder,,remote code execution,,,,,,,Android
10613,CVE-2020-0103,9.8,10.0,CRITICAL,CWE-763,,Android,Android-10 Android-9,remote code execution,,,,,,,
10614,CVE-2020-0104,5.5,2.1,MEDIUM,NVD-CWE-noinfo,,KeyguardStateMonitor.java,,local information disclosure,,,,,,,Android
10615,CVE-2020-0105,7.8,4.6,HIGH,CWE-862,,Android,"Android-9, Android-10",local escalation of privilege,,local,,,,No,
10616,CVE-2020-0106,5.5,2.1,MEDIUM,CWE-862,,PhoneInterfaceManager,,local information disclosure,,,,,,No,Android
10617,CVE-2020-0107,5.5,2.1,MEDIUM,CWE-862,,PhoneInterfaceManager.java,Android-10,local information disclosure,,,,,,,Android
10618,CVE-2020-0108,7.8,7.2,HIGH,CWE-755,,Android,Android-10 Android-8.1 Android-9,local escalation of privilege,,,,,no additional execution privileges needed,No,
10619,CVE-2020-0109,7.8,4.6,HIGH,CWE-862,Android,NotificationManagerService.java,"Android-9, Android-10",local escalation of privilege,,,,,,No,
10620,CVE-2020-0110,7.8,4.6,HIGH,CWE-787,Android,Android kernel,,local escalation of privilege,,,,,,,
10621,CVE-2020-0113,5.5,4.9,MEDIUM,CWE-125,,Camera3OutputUtils.cpp,Android-10 Android-9,local information disclosure,,,,,,,Android
10622,CVE-2020-0113,5.5,4.9,MEDIUM,CWE-416,Android,Camera3OutputUtils.cpp,Android-10 Android-9,local information disclosure,,,,,,,
10623,CVE-2020-0114,7.8,7.2,HIGH,NVD-CWE-noinfo,,KeyguardSliceProvider,Android-10,local escalation of privilege,,,,,,No,Android
10624,CVE-2020-0115,7.8,7.2,HIGH,CWE-863,,PackageManagerService,Android-8.1 Android-9 Android-10 Android-8.0,local escalation of privilege,,,,,User execution privileges,No,Android
10625,CVE-2020-0116,5.5,4.9,MEDIUM,NVD-CWE-noinfo,,Android,Android-10,local information disclosure,,,,,,No,
10626,CVE-2020-0117,9.8,10.0,CRITICAL,CWE-787,,aes_cmac,,remote code execution,,,,,,,Android
10627,CVE-2020-0117,9.8,10.0,CRITICAL,CWE-190,,aes_cmac,,remote code execution,,remote,,,,,Android
10628,CVE-2020-0118,7.8,6.9,HIGH,CWE-20,Android,RegionSamplingThread.cpp,Android-10,local escalation of privilege,,,,,,Yes,
10629,CVE-2020-0118,7.8,6.9,HIGH,CWE-787,,RegionSamplingThread.cpp,,local escalation of privilege,,,,,,Yes,Android
10630,CVE-2020-0119,5.3,5.4,MEDIUM,CWE-295,,WifiConfigManager,Android-10,remote information disclosure,,remote,,,,Yes,Android
10631,CVE-2020-0120,7.8,4.6,HIGH,CWE-787,Android,QCamera3HWI.cpp,Android-10,local escalation of privilege,,,,,no additional execution privileges needed,,
10632,CVE-2020-0121,5.5,2.1,MEDIUM,NVD-CWE-noinfo,,Android,Android-10,local information disclosure,,,,,User execution privileges,No,
10633,CVE-2020-0122,6.7,7.2,MEDIUM,CWE-276,Android,com.google.android.providers.gsf.permission.WRITE_GSERVICES,"Android-8.0, Android-8.1, Android-9, Android-10",local escalation of privilege,,,,,System execution privileges,No,Google
10634,CVE-2020-0123,9.8,10.0,CRITICAL,CWE-787,Android,SoC,,out of bounds write,,,,,,,
10635,CVE-2020-0124,6.7,4.6,MEDIUM,CWE-787,,InstalldNativeService.cpp,Android-10,local escalation of privilege,,,,,System execution privileges,No,Android
10636,CVE-2020-0125,5.5,2.1,MEDIUM,CWE-125,,mediadrm,Android-11,local information disclosure,,,,,,,Android
10637,CVE-2020-0126,6.4,6.9,MEDIUM,CWE-362,,DrmPlugin.cpp,,local code execution,,,,,System execution privileges,No,Android
10638,CVE-2020-0126,6.4,6.9,MEDIUM,CWE-416,,DrmPlugin.cpp,,local code execution,,,,,System execution privileges,No,Android
10639,CVE-2020-0127,6.5,4.3,MEDIUM,CWE-125,Android,AudioStream::decode of AudioGroup.cpp,Android-10,remote information disclosure,,,,,,Yes,
10640,CVE-2020-0128,7.5,5.0,HIGH,CWE-125,Android,AMPEG4ElementaryAssembler,Android-10,remote information disclosure,,remote,,,,No,
10641,CVE-2020-0128,7.5,5.0,HIGH,CWE-190,Android,AMPEG4ElementaryAssembler,Android-10,remote information disclosure,,remote,,,,,
10642,CVE-2020-0129,7.8,4.6,HIGH,CWE-787,Android,btm_ble_multi_adv.cc,Android-10,local escalation of privilege,,,,,,,
10643,CVE-2020-0130,7.8,4.6,HIGH,CWE-20,,Android,Android-11,local escalation of privilege,,,,,User execution privileges,No,
10644,CVE-2020-0130,7.8,4.6,HIGH,CWE-77,,Android,Android-11,local escalation of privilege,,,,,User execution privileges,No,
10645,CVE-2020-0131,8.8,6.8,HIGH,CWE-787,Android,MPEG4Extractor.cpp,Android-10,remote code execution,,,,,,Yes,
10646,CVE-2020-0132,5.5,2.1,MEDIUM,CWE-125,Android,BnAAudioService,Android-10,local information disclosure,,,,,,,
10647,CVE-2020-0132,5.5,2.1,MEDIUM,CWE-502,Android,BnAAudioService,Android-10,local information disclosure,,,,,,,
10648,CVE-2020-0133,7.3,4.4,HIGH,CWE-276,Android,MockLocationAppPreferenceController,Android-10,local escalation of privilege,,,,,User execution privileges,Yes,
10649,CVE-2020-0134,5.5,2.1,MEDIUM,CWE-909,Android,IDrm.cpp,Android-10,information disclosure,,local,,,,No,
10650,CVE-2020-0135,4.4,2.1,MEDIUM,CWE-862,,RollbackManagerServiceImpl.java,,local information disclosure,,,,,System execution privileges,No,Android
10651,CVE-2020-0136,7.8,4.6,HIGH,CWE-787,Android,Parcel.cpp,Android-10,local escalation of privilege,,,,,,,
10652,CVE-2020-0136,7.8,4.6,HIGH,CWE-190,Android,Parcel.cpp,Android-10,local escalation of privilege,,,,,,,
10653,CVE-2020-0137,7.8,4.6,HIGH,CWE-276,,Android,Android-10,local escalation of privilege,,,,,,No,
10654,CVE-2020-0138,9.8,6.8,CRITICAL,CWE-787,Android,btif_rc.cc,Android-10,remote code execution,,,,,,,
10655,CVE-2020-0139,4.4,2.1,MEDIUM,CWE-125,Android,NDEF_MsgValidate of ndef_utils.c,Android-10,local information disclosure,,,,,System execution privileges,,
10656,CVE-2020-0139,4.4,2.1,MEDIUM,CWE-190,Android,NDEF_MsgValidate of ndef_utils.c,Android-10,local information disclosure,,,,,System execution privileges,,
10657,CVE-2020-0140,7.5,5.0,HIGH,CWE-125,Android,rw_i93_sm_detect_ndef,Android-10,information disclosure,,remote,,,,,
10658,CVE-2020-0141,4.4,2.1,MEDIUM,CWE-362,,Android,Android-10,heap disclosure,,,,,System execution,Yes,
10659,CVE-2020-0142,7.5,5.0,HIGH,CWE-125,Android,rw_i93_sm_format,Android-10,information disclosure,,remote,,,,,
10660,CVE-2020-0143,4.4,2.1,MEDIUM,CWE-125,Android,nfa_dm_ndef_find_next_handler,Android-10,local information disclosure of heap data,,,,,System execution,No,
10661,CVE-2020-0144,4.4,2.1,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution,No,
10662,CVE-2020-0145,4.4,2.1,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution,No,
10663,CVE-2020-0146,4.4,2.1,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution privileges,No,
10664,CVE-2020-0147,4.4,2.1,MEDIUM,CWE-125,Android,btu_hcif_esco_connection_chg_evt,Android-10,local information disclosure,,,,,System execution,No,
10665,CVE-2020-0148,4.4,2.1,MEDIUM,CWE-125,,btu_hcif.cc,,local information disclosure,,,,,System execution privileges,No,
10666,CVE-2020-0149,4.4,2.1,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution privileges,No,
10667,CVE-2020-0150,7.8,4.6,HIGH,CWE-787,Android,rw_t3t_message_set_block_list,Android-10,local escalation of privilege,,,,,no additional execution privileges needed,,
10668,CVE-2020-0151,4.4,2.1,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution privileges,No,
10669,CVE-2020-0152,4.4,2.1,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution privileges,No,
10670,CVE-2020-0153,6.7,4.6,MEDIUM,CWE-787,Android,phNxpNciHal,Android-10,local escalation of privilege,,,,,System execution privileges,No,
10671,CVE-2020-0154,4.4,2.1,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution privileges,No,
10672,CVE-2020-0155,7.8,4.6,HIGH,CWE-787,Android,phNxpNciHal_ext.cc,Android-10,local escalation of privilege,,,,,User execution privileges,No,
10673,CVE-2020-0156,5.5,2.1,MEDIUM,CWE-125,,NxpNfc,Android-10,local information disclosure,,,,Yes,User execution,No,
10674,CVE-2020-0157,4.9,4.0,MEDIUM,CWE-125,,Android,Android-10,remote information disclosure,,,,,System execution,No,
10675,CVE-2020-0158,4.4,2.1,MEDIUM,CWE-125,Android,nfc_ncif,Android-10,local information disclosure,,,,,System execution,No,
10676,CVE-2020-0159,5.5,3.5,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution,Yes,
10677,CVE-2020-0160,8.8,6.8,HIGH,CWE-20,,Android,Android-10,denial of service,,remote,,,,Yes,
10678,CVE-2020-0160,8.8,6.8,HIGH,CWE-770,Android,SampleTable.cpp,Android-10,denial of service,,remote,,,,Yes,
10679,CVE-2020-0161,6.5,4.3,MEDIUM,CWE-20,Android,MPEG4Extractor.cpp,Android-10,denial of service,,remote,,,,Yes,
10680,CVE-2020-0162,6.5,4.3,MEDIUM,CWE-20,,MPEG4Extractor,,denial of service,,remote,,,,Yes,Android
10681,CVE-2020-0163,6.5,4.3,MEDIUM,CWE-20,Android,MPEG4Extractor.cpp,Android-10,denial of service,,remote,,,,Yes,
10682,CVE-2020-0164,4.4,2.1,MEDIUM,CWE-125,,Android,Android-10,local information disclosure,,,,,System execution privileges,No,
10683,CVE-2020-0165,6.7,7.2,MEDIUM,CWE-787,Android,phNxpNciHal_NfcDep_cmd_ext,Android-10,local escalation of privilege,,,,,System execution,No,
10684,CVE-2020-0166,7.8,4.6,HIGH,CWE-20,Android,URI.java,Android-10,escalation of privilege,,local,,,,No,
10685,CVE-2020-0167,5.5,4.3,MEDIUM,CWE-125,Android,ResourceTypes.cpp,Android-10,local information disclosure,,,,,,Yes,
10686,CVE-2020-0167,5.5,4.3,MEDIUM,CWE-190,,Android,Android-10,local information disclosure,,,,,,Yes,
10687,CVE-2020-0168,8.8,6.8,HIGH,CWE-787,Android,impeg2_format_conv.c,Android-10,remote code execution,,,,,,Yes,
10688,CVE-2020-0169,6.5,4.3,MEDIUM,CWE-20,,Android,Android-10,denial of service,,remote,,,,Yes,
10689,CVE-2020-0169,6.5,4.3,MEDIUM,CWE-834,,Android,Android-10,denial of service,,remote,,,,Yes,
10690,CVE-2020-0169,6.5,4.3,MEDIUM,CWE-835,,Android,Android-10,denial of service,,remote,,,,Yes,
10691,CVE-2020-0170,6.5,4.3,MEDIUM,CWE-20,,Android,Android-10,denial of service,,remote,,,,Yes,
10692,CVE-2020-0170,6.5,4.3,MEDIUM,CWE-834,,Android,Android-10,denial of service,,remote,,,,Yes,
10693,CVE-2020-0170,6.5,4.3,MEDIUM,CWE-835,,Android,Android-10,denial of service,,remote,,,,Yes,
10694,CVE-2020-0171,6.5,4.3,MEDIUM,CWE-20,,Android,Android-10,denial of service,,remote,,,,Yes,
10695,CVE-2020-0171,6.5,4.3,MEDIUM,CWE-834,,Android,Android-10,denial of service,,remote,,,,Yes,
10696,CVE-2020-0171,6.5,4.3,MEDIUM,CWE-835,,Android,Android-10,denial of service,,remote,,,,Yes,
10697,CVE-2020-0172,6.5,4.3,MEDIUM,CWE-20,Android,Parse_art of eas_mdls.c,Android-10,denial of service,,remote,,,,Yes,
10698,CVE-2020-0172,6.5,4.3,MEDIUM,CWE-834,,Android,Android-10,denial of service,,remote,,,,Yes,
10699,CVE-2020-0172,6.5,4.3,MEDIUM,CWE-835,,Android,Android-10,denial of service,,remote,,,,Yes,
10700,CVE-2020-0173,6.5,4.3,MEDIUM,CWE-20,,Android,Android-10,denial of service,,remote,,,,Yes,
10701,CVE-2020-0173,6.5,4.3,MEDIUM,CWE-400,,Android,Android-10,denial of service,,remote,,,,Yes,
10702,CVE-2020-0174,6.5,4.3,MEDIUM,CWE-20,,Android,Android-10,denial of service,,remote,,,,Yes,
10703,CVE-2020-0174,6.5,4.3,MEDIUM,CWE-834,,Android,Android-10,denial of service,,remote,,,,Yes,
10704,CVE-2020-0174,6.5,4.3,MEDIUM,CWE-835,,Android,Android-10,denial of service,,remote,,,,Yes,
10705,CVE-2020-0175,6.5,4.3,MEDIUM,CWE-20,,Android,Android-10,denial of service,,remote,,,,Yes,
10706,CVE-2020-0175,6.5,4.3,MEDIUM,CWE-834,,Android,Android-10,denial of service,,remote,,,,Yes,
10707,CVE-2020-0176,7.5,5.0,HIGH,CWE-20,Android,avdt_msg.cc,Android-10,remote information disclosure,,remote,,,,,
10708,CVE-2020-0176,7.5,5.0,HIGH,CWE-125,Android,avdt_msg.cc,Android-10,remote information disclosure,,remote,,,,,
10709,CVE-2020-0177,5.5,2.1,MEDIUM,CWE-862,Android,PanService.java,Android-10,local escalation of privilege,,,,,,No,
10710,CVE-2020-0178,5.5,2.1,MEDIUM,CWE-862,Android,SettingsProvider.cpp,Android-10,local information disclosure,,,,,,,
10711,CVE-2020-0179,7.8,6.8,HIGH,CWE-22,,MtpServer.cpp,,local escalation of privilege,,,,,no additional execution privileges needed,Yes,Android
10712,CVE-2020-0179,7.8,6.8,HIGH,CWE-20,,MtpServer.cpp,,local escalation of privilege,,,,,no additional execution privileges needed,Yes,Android
10713,CVE-2020-0180,6.5,4.3,MEDIUM,CWE-125,Android,OpusHeader,Android-10,remote information disclosure,,,,,,Yes,
10714,CVE-2020-0181,7.5,5.0,HIGH,CWE-190,,Android,Android-10,denial of service,,remote,,,,,
10715,CVE-2020-0182,6.5,6.4,MEDIUM,CWE-125,,exif_entry_get_value,,local information disclosure,,,,,,No,
10716,CVE-2020-0183,7.8,4.4,HIGH,CWE-459,Android,BluetoothManagerService,Android-10,local escalation of privilege,,,,,,Yes,
10717,CVE-2020-0184,6.5,4.3,MEDIUM,CWE-835,Android,ihevcd_ref_list(),Android-10,denial of service,,remote,,,,Yes,
10718,CVE-2020-0185,5.5,2.1,MEDIUM,CWE-125,Android,avrc_pars_browsing_cmd,Android-10,local information disclosure,,,,,,No,
10719,CVE-2020-0186,6.7,4.6,MEDIUM,CWE-787,,Android,Android-10,local escalation of privilege,,,,,System execution privileges,No,
10720,CVE-2020-0187,5.5,2.1,MEDIUM,NVD-CWE-Other,Android,BaseBlockCipher.java,Android-10,local information disclosure,,,,,,,
10721,CVE-2020-0188,7.8,4.6,HIGH,NVD-CWE-noinfo,,Android,Android-10,local escalation of privilege,,,,,User execution privileges,No,
10722,CVE-2020-0189,6.5,4.3,MEDIUM,CWE-835,,Android,Android-10,denial of service,,remote,,,,Yes,
10723,CVE-2020-0190,8.8,6.8,HIGH,CWE-787,Android,ideint_weave_blk of ideint_utils.c,Android-10,remote code execution,,,,,,Yes,
10724,CVE-2020-0191,6.5,4.3,MEDIUM,CWE-125,Android,ih264d_dpb_mgr.c,Android-10,remote information disclosure,,remote,,,,Yes,
10725,CVE-2020-0192,6.5,4.3,MEDIUM,CWE-20,Android,ih264d_decode_slice_thread,Android-10,remote information disclosure,,,,,,Yes,
10726,CVE-2020-0192,6.5,4.3,MEDIUM,CWE-125,Android,ih264d_decode_slice_thread,Android-10,remote information disclosure,,,,,,Yes,
10727,CVE-2020-0193,6.5,4.3,MEDIUM,CWE-125,Android,ihevc_intra_pred_chroma_mode_3_to_9_av8,,remote information disclosure,,,,,,Yes,
10728,CVE-2020-0194,8.8,6.8,HIGH,CWE-787,Android,ihevcd_parse_slice_header,Android-10,remote code execution,,,,,,Yes,
10729,CVE-2020-0194,8.8,6.8,HIGH,CWE-190,Android,ihevcd_parse_slice_header,Android-10,remote code execution,,,,,,Yes,
10730,CVE-2020-0195,6.5,4.3,MEDIUM,CWE-908,,Android,Android-10,information disclosure,,,,,,Yes,
10731,CVE-2020-0195,6.5,4.3,MEDIUM,CWE-909,,Android,Android-10,information disclosure,,remote,,,,Yes,
10732,CVE-2020-0196,6.5,3.3,MEDIUM,CWE-20,Android,RegisterNotificationResponse::GetEvent,Android-10,denial of service,,remote,Bluetooth,,,No,
10733,CVE-2020-0197,5.5,2.1,MEDIUM,CWE-125,,InitDataParser,,local information disclosure,,,,,,No,
10734,CVE-2020-0198,7.5,5.0,HIGH,CWE-190,Android,exif-data.c,,denial of service,,remote,,,,Yes,
10735,CVE-2020-0199,4.1,1.9,MEDIUM,CWE-362,Android,TimeCheck,Android-10,local information disclosure,,,,,System execution,No,
10736,CVE-2020-0199,4.1,1.9,MEDIUM,CWE-416,,Android,Android-10,local information disclosure,,,,,System execution privileges,No,
10737,CVE-2020-0200,6.5,4.3,MEDIUM,CWE-125,,media server,Android-10,remote information disclosure,,,,,,Yes,Android
10738,CVE-2020-0201,9.8,7.5,CRITICAL,NVD-CWE-noinfo,,WifiConfigController,Android-10,remote escalation of privilege,,remote,,,,No,Android
10739,CVE-2020-0202,7.8,6.8,HIGH,CWE-276,Android,TraceService.java,Android-11,local escalation of privilege,,,,,no additional execution privileges needed,Yes,
10740,CVE-2020-0203,7.8,4.6,HIGH,CWE-404,Android,ProcessList.java,Android-10,local escalation of privilege,,,,,,,
10741,CVE-2020-0204,7.0,5.1,HIGH,CWE-367,,Android,Android-10,local escalation of privilege,,,,,,Yes,
10742,CVE-2020-0205,6.5,4.3,MEDIUM,CWE-125,Android,DaalaBitReader constructor,Android-10,remote information disclosure,,remote,,,,Yes,
10743,CVE-2020-0206,5.5,2.1,MEDIUM,CWE-20,,Settings app,Android-10,local denial of service,,,,,User execution,No,Android
10744,CVE-2020-0207,6.5,4.3,MEDIUM,CWE-20,,jdmarker.c,,remote information disclosure,,,,,,Yes,
10745,CVE-2020-0207,6.5,4.3,MEDIUM,CWE-125,,jdmarker.c,,remote information disclosure,,,,,,Yes,
10746,CVE-2020-0208,7.8,4.6,HIGH,CWE-276,Android,AccountManager.java,Android-10,local escalation of privilege,,,,,,,
10747,CVE-2020-0209,7.8,4.6,HIGH,CWE-276,,AccountManager.java,Android-10,local escalation of privilege,,,,,,No,Android
10748,CVE-2020-0210,7.8,4.6,HIGH,CWE-610,Android,AccountManager.java,Android-10,local escalation of privilege,,,,,User execution privileges,No,
10749,CVE-2020-0211,6.5,4.3,MEDIUM,CWE-125,Android,SumCompoundHorizontalTaps of convolve_neon.cc,Android-10,remote information disclosure,,,,,,Yes,
10750,CVE-2020-0212,6.5,4.3,MEDIUM,CWE-125,Android,InputBufferManager.cpp,Android-10,remote information disclosure,,,,,,Yes,
10751,CVE-2020-0212,6.5,4.3,MEDIUM,CWE-416,Android,InputBufferManager.cpp,Android-10,remote information disclosure,,,,,,Yes,
10752,CVE-2020-0213,8.8,6.8,HIGH,CWE-787,Android,ihevcd_fmt_conv_420sp_to_420sp,"Android-10, Android-11",remote information disclosure,,,,,,Yes,
10753,CVE-2020-0214,7.5,5.0,HIGH,CWE-125,,Android,Android-10,remote information disclosure,,remote,,,,No,
10754,CVE-2020-0215,7.8,4.4,HIGH,CWE-276,Android,Bluetooth information leak,Android-9 Android-10 Android-11 Android-8.0 Android-8.1,local escalation of privilege,,,,,,Yes,
10755,CVE-2020-0216,7.8,4.4,HIGH,CWE-787,Android,phNxpExtns_MifareStd.cpp,Android-10,local escalation of privilege,,,,,,Yes,
10756,CVE-2020-0216,7.8,4.4,HIGH,CWE-190,,Android,Android-10,local escalation of privilege,,,,,,Yes,Google
10757,CVE-2020-0217,9.8,7.5,CRITICAL,CWE-787,Android,RW_T4tPresenceCheck,Android-10,remote code execution,,remote,,,,,
10758,CVE-2020-0218,7.0,4.4,HIGH,CWE-362,Android,SoundTriggerHwService.cpp,Android-10,local escalation of privilege,,,,,,No,
10759,CVE-2020-0218,7.0,4.4,HIGH,CWE-787,Android,SoundTriggerHwService.cpp,Android-10,local escalation of privilege,,,,,,,
10760,CVE-2020-0219,7.8,4.6,HIGH,CWE-476,Android,SliceDeepLinkSpringBoard.java,Android-10,local elevation of privilege,,,,,,No,
10761,CVE-2020-0220,6.7,4.6,MEDIUM,CWE-787,Android,msm-cirrus-playback.c,Android kernel,local escalation of privilege,,,,,System execution privileges,No,
10762,CVE-2020-0221,9.8,7.5,CRITICAL,CWE-682,Android,Airbrush FW's scratch memory allocator,,improper memory access,,,,,,,
10763,CVE-2020-0223,9.8,7.5,CRITICAL,CWE-787,Android,Android kernel,,unbounded write into kernel global memory,,,,,,,
10764,CVE-2020-0224,9.8,10.0,CRITICAL,CWE-787,,FastKeyAccumulator,,remote code execution,,,,,,No,Android
10765,CVE-2020-0224,9.8,10.0,CRITICAL,CWE-843,,FastKeyAccumulator,,remote code execution,,,,,,,Android
10766,CVE-2020-0225,9.8,10.0,CRITICAL,CWE-787,Android,a2dp_vendor_ldac_decoder,Android-10,remote code execution,,,,,,,
10767,CVE-2020-0226,7.8,7.2,HIGH,CWE-787,Android,Client.cpp,Android-10,local escalation of privilege,,,,,,,
10768,CVE-2020-0226,7.8,7.2,HIGH,CWE-843,Android,Client.cpp,Android-10,local escalation of privilege,,,,,,,
10769,CVE-2020-0227,7.8,7.2,HIGH,CWE-276,,CompanionDeviceManagerService.java,"Android-8.0, Android-8.1, Android-9, Android-10",local escalation of privilege,,,,,,No,
10770,CVE-2020-0228,7.5,5.0,HIGH,NVD-CWE-noinfo,Android,recorder related service,,,,,,,,,
10771,CVE-2020-0229,9.8,10.0,CRITICAL,CWE-787,Android,Android SoC,,out of bounds write,,,,,,,
10772,CVE-2020-0230,9.8,7.5,CRITICAL,CWE-787,,Android,,out of bounds write,SoC,,,,,,
10773,CVE-2020-0231,9.8,7.5,CRITICAL,CWE-787,Android,Android SoC,,out of bounds write,,,,,,,
10774,CVE-2020-0232,9.8,7.5,CRITICAL,CWE-416,Android,Android kernel,A-151453714,UAF,,,,,,,
10775,CVE-2020-0233,7.8,7.2,HIGH,CWE-787,,Android kernel,,local escalation of privilege,,,,,,No,Android
10776,CVE-2020-0233,7.8,7.2,HIGH,CWE-416,Android,Android kernel,A-150225255,local escalation of privilege,,,,,,,
10777,CVE-2020-0234,7.8,4.6,HIGH,CWE-787,Android,msm-cirrus-playback.c,,local escalation of privilege,,,,,no additional execution privileges needed,,
10778,CVE-2020-0235,9.8,7.5,CRITICAL,CWE-787,Android,Android kernel,,memory corruption,,,,,,,
10779,CVE-2020-0236,7.5,5.0,HIGH,CWE-20,Android,A2DP_GetCodecType of a2dp_codec_config,Android-10,remote information disclosure,,,,,,No,
10780,CVE-2020-0236,7.5,5.0,HIGH,CWE-125,Android,A2DP_GetCodecType of a2dp_codec_config,Android-10,remote information disclosure,,,,,,No,
10781,CVE-2020-0238,7.0,6.9,HIGH,CWE-367,Android,AccountTypePreferenceLoader,"Android-8.1, Android-9, Android-10, Android-8.0",local escalation of privilege and launching privileged activities,,,,,,No,
10782,CVE-2020-0239,5.5,4.9,MEDIUM,CWE-862,,Android,"Android-9, Android-10",local information disclosure,,,,,,,
10783,CVE-2020-0240,8.8,9.3,HIGH,CWE-787,,NewFixedDoubleArray,,remote code execution,,,,,,Yes,
10784,CVE-2020-0240,8.8,9.3,HIGH,CWE-190,,NewFixedDoubleArray,,remote code execution,,,,,,Yes,
10785,CVE-2020-0241,7.8,7.2,HIGH,CWE-787,Android,NuPlayerStreamListener,"Android-8.0, Android-8.1, Android-9, Android-10",local escalation of privilege,,,,,,,
10786,CVE-2020-0241,7.8,7.2,HIGH,CWE-415,,NuPlayerStreamListener,,local escalation of privilege,,,,,,No,Android
10787,CVE-2020-0242,7.8,7.2,HIGH,CWE-416,,NuPlayerDriver.cpp,"Android-8.0, Android-8.1, Android-9, Android-10",local escalation of privilege,,,,,,,Android
10788,CVE-2020-0242,7.8,7.2,HIGH,CWE-667,,NuPlayerDriver.cpp,,local escalation of privilege,,,,,,,Android
10789,CVE-2020-0243,7.8,7.2,HIGH,CWE-416,,Android,Android-9 Android-10 Android-8.0 Android-8.1,local escalation of privilege,,,,,,,
10790,CVE-2020-0243,7.8,7.2,HIGH,CWE-667,,Android,Android-9 Android-10 Android-8.0 Android-8.1,local escalation of privilege,,,,,,,
10791,CVE-2020-0244,5.5,4.3,MEDIUM,CWE-125,Android,SPDIFEncoder.cpp,Android-11,local information disclosure,,,,,,Yes,
10792,CVE-2020-0245,8.8,9.3,HIGH,CWE-787,,Android,Android-11 Android-8.0 Android-8.1 Android-9 Android-10,remote information disclosure,,,,,,Yes,
10793,CVE-2020-0246,5.5,4.9,MEDIUM,CWE-862,,UiccAccessRule.java,Android-10 Android-11,local information disclosure,,,,,,No,
10794,CVE-2020-0247,5.5,4.9,MEDIUM,CWE-755,,ImageProcessHelper.java,,local denial of service,,,,,User execution,Yes,Android
10795,CVE-2020-0247,5.5,4.9,MEDIUM,CWE-835,,Android,"Android-10, Android-8.0, Android-8.1",local denial of service,,,,,User execution,Yes,
10796,CVE-2020-0248,5.5,4.9,MEDIUM,NVD-CWE-noinfo,Android,InstantAppNotifier,Android-10,local information disclosure,,,,,User execution privileges,No,
10797,CVE-2020-0249,5.5,4.9,MEDIUM,NVD-CWE-noinfo,,Android,Android-10 Android-8.0 Android-8.1 Android-9,local information disclosure,,,,,User execution privileges,No,
10798,CVE-2020-0250,5.5,4.9,MEDIUM,CWE-862,Android,PhoneInterfaceManager.java,Android-10,local information disclosure of location data,,,,,,No,
10799,CVE-2020-0251,7.5,7.8,HIGH,CWE-125,Android,Android SoC,,out of bounds read,,,,,,,
10800,CVE-2020-0252,9.8,10.0,CRITICAL,CWE-787,Android,SoC,,memory corruption,,,,,,,
10801,CVE-2020-0252,9.8,10.0,CRITICAL,CWE-416,,Android,,memory corruption,,,,,,,
10802,CVE-2020-0253,9.8,10.0,CRITICAL,CWE-787,Android,SoC,,memory corruption,,,,,,,
